MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
295	command:l:seek stairs	696417147	295	5	696417147	b5b2d61dded150a7	50;18;30;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2233;unencumbered;-;0;4;5;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;59;0;0;1;-;0;7|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;3;0;0;1;-;0;3|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1		sugar-water cannon;21;8;0;2;0;0;-;0;7|pocket universe marble;36;15;0;0;0;1;-;0;0.1
296	command:>:descend	1591458937	296	6	1625553865	5acc2874ba14d6c8	26;12;25;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2232;burdened;-;0;4;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;2;0;0;1;-;0;2|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|coffee;35;17;0;0;0;1;-;0;1	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;0;0;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
297	eat:coffee:combat haste	1953512312	297	6	1953512312	5acc2874ba14d6c8	26;12;25;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2282;unencumbered;-;0;4;6;0;0;11;5;9,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;2;0;0;1;-;0;2|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;0;0;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
298	use:neuralyzer charge:emergency neuralyzer	681668362	298	6	681668362	5acc2874ba14d6c8	26;12;25;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2281;unencumbered;-;0;4;6;0;0;11;5;8,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
299	command:b:push deeper	342183448	299	6	342183448	5acc2874ba14d6c8	25;13;25;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2281;unencumbered;-;0;4;6;0;0;11;5;7,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
300	command:b:push deeper	1218097283	300	6	1218097283	5acc2874ba14d6c8	24;14;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2278;unencumbered;-;0;4;6;0;0;11;5;6,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
301	command:n:push deeper	1167254301	301	6	1167254301	5acc2874ba14d6c8	25;15;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2278;unencumbered;-;0;4;6;0;0;11;5;5,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
302	command:n:push deeper	304649725	302	6	304649725	5acc2874ba14d6c8	26;16;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2277;unencumbered;-;0;4;6;0;0;11;5;4,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
303	command:j:push deeper	1206225558	303	6	1206225558	5acc2874ba14d6c8	26;17;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2277;unencumbered;-;0;4;6;0;0;11;5;3,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;71;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened arquillian marine;26;18;29;29;1.1118000000000001;15;0;1;1;0;0;0;1;26;12;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
304	fire:26,18:panic shot	497383614	304	6	670497775	5acc2874ba14d6c8	26;17;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2276;unencumbered;-;0;4;6;0;0;11;5;2,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;70;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened jeebs clone;26;19;6;16;1.1118000000000001;7;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
305	fire:26,19:finish threat	534283191	305	6	1068463030	5acc2874ba14d6c8	26;17;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2276;unencumbered;-;0;4;6;0;0;11;5;1,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;69;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened jeebs clone;26;19;6;16;1.1118000000000001;7;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
306	fire:26,19:finish threat	1439771795	306	6	103715578	5acc2874ba14d6c8	26;17;26;30;12;12;12;13;12;12;4;6;84;3;commands,bargaining;145;2275;unencumbered;-;0;4;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;68;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|hardened jeebs clone;26;18;7;16;1.1118000000000001;7;0;0;0;0;0;0;1;26;17;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
307	fire:26,18:finish threat	1220688950	307	6	365102379	5acc2874ba14d6c8	26;17;26;30;12;12;12;13;12;12;4;13;84;3;commands,bargaining;149;2275;unencumbered;-;0;5;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;67;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
308	command:j:push deeper	631178044	308	6	631178044	5acc2874ba14d6c8	26;18;27;30;12;12;12;13;12;12;4;13;84;3;commands,bargaining;149;2272;unencumbered;-;0;5;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;67;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
309	command:j:push deeper	317365181	309	6	317365181	5acc2874ba14d6c8	26;19;27;30;12;12;12;13;12;12;4;13;84;3;commands,bargaining;149;2272;unencumbered;-;0;5;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;67;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
310	command:j:push deeper	286816544	310	6	286816544	5acc2874ba14d6c8	26;20;27;30;12;12;12;13;12;12;4;13;84;3;commands,bargaining;149;2271;unencumbered;-;0;5;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;67;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
311	command:j:push deeper	1596499037	311	6	1596499037	5acc2874ba14d6c8	26;21;27;30;12;12;12;13;12;12;4;13;84;3;commands,bargaining;149;2271;unencumbered;-;0;5;6;0;0;11;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;4;0;0;1;-;0;8|battery;0;0;67;0;0;1;-;0;8|neuralyzer charge;0;0;1;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;4;0;0;1;-;0;4|bullet clip;17;32;48;0;0;1;-;0;5|bone spur;26;32;0;1;0;0;-;0;2|pocket universe marble;31;6;2;0;0;1;-;0;0.2|royal jelly;6;18;4;0;0;1;-;0;4|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10	hardened worm guy;6;7;10;10;1.1118000000000001;4;0;0;0;0;0;0;0;-1;-1;0;0;|regenerating hardened arquillian marine;49;7;29;29;1.1118000000000001;21;0;0;0;0;0;0;0;-1;-1;0;0;regenerating|juvenile jeebs clone;42;7;9;9;0.763;7;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile skin-suit shambler;38;24;19;19;0.763;18;0;1;0;0;0;0;0;-1;-1;0;0;	sugar-water cannon;15;27;0;0;0;0;-;0;7|deneuralyzer slip;4;21;0;0;0;1;-;0;0.1|series 4 de-atomizer;45;30;0;0;0;0;-;0;6|noisy cricket;23;10;0;0;0;0;-;0;1|bullet clip;44;29;6;0;0;1;-;0;1|ration;34;7;0;0;0;1;-;0;2
